Date,CarrierCode,FlightNumber,Origin,Dest,clouds,temp,max_temp,min_temp,wind_dir,wind_spd,wind_gust_spd,snow,snow_depth,precip,pres,uv,dewpt,rh,slp,Arr_Delay_Status
9/19/2023,UA,538,ORD,SYR,74,16,20,11.7,259,5,12.4,0,0,1.8,999,4.7,10.3,70,1014,Late
9/20/2023,B6,116,JFK,SYR,26,14.1,20.6,8.9,243,2.8,8.4,0,0,0,1006,4.8,6.7,64,1021,On Time
9/20/2023,UA,538,ORD,SYR,26,14.1,20.6,8.9,243,2.8,8.4,0,0,0,1006,4.8,6.7,64,1021,Late
9/21/2023,B6,116,JFK,SYR,21,14.2,22.2,7.8,211,1.3,5.6,0,0,0,1011,5.1,7.4,67,1026,Early
9/21/2023,UA,538,ORD,SYR,21,14.2,22.2,7.8,211,1.3,5.6,0,0,0,1011,5.1,7.4,67,1026,Late
9/22/2023,B6,116,JFK,SYR,53,15.5,23.9,7.8,85,2.4,9.3,0,0,0,1012,5.6,9.1,68,1027,Early
9/22/2023,UA,538,ORD,SYR,53,15.5,23.9,7.8,85,2.4,9.3,0,0,0,1012,5.6,9.1,68,1027,Late
9/23/2023,B6,116,JFK,SYR,94,14.1,16.7,11.7,75,2.9,9.8,0,0,0,1009,1.8,9.2,73,1024,Late
9/23/2023,UA,538,ORD,SYR,94,14.1,16.7,11.7,75,2.9,9.8,0,0,0,1009,1.8,9.2,73,1024,On Time
9/24/2023,B6,116,JFK,SYR,100,14.8,17.8,12.2,75,2.9,9.6,0,0,2,1004,1.9,10.1,73,1019,Late
9/24/2023,UA,538,ORD,SYR,100,14.8,17.8,12.2,75,2.9,9.6,0,0,2,1004,1.9,10.1,73,1019,Early
9/25/2023,B6,116,JFK,SYR,75,17.1,22.8,13.2,116,2.5,8.8,0,0,0,1006,2.8,10.7,68,1021,Early
9/25/2023,UA,538,ORD,SYR,75,17.1,22.8,13.2,116,2.5,8.8,0,0,0,1006,2.8,10.7,68,1021,Late
9/26/2023,B6,116,JFK,SYR,73,14.1,20,10,89,3.1,8.8,0,0,0,1013,1.8,8.2,69,1028,Early
9/26/2023,UA,538,ORD,SYR,73,14.1,20,10,89,3.1,8.8,0,0,0,1013,1.8,8.2,69,1028,Early
9/27/2023,B6,116,JFK,SYR,57,13.5,21.7,6.1,82,2.2,6.4,0,0,0,1012,2.8,5.4,62,1027,Late
9/27/2023,UA,538,ORD,SYR,57,13.5,21.7,6.1,82,2.2,6.4,0,0,0,1012,2.8,5.4,62,1027,Late
9/28/2023,B6,116,JFK,SYR,78,14.6,22.2,6.7,83,3,7.6,0,0,0,1009,5.4,6.6,62,1024,Early
9/28/2023,UA,538,ORD,SYR,78,14.6,22.2,6.7,83,3,7.6,0,0,0,1009,5.4,6.6,62,1024,Early
9/29/2023,B6,116,JFK,SYR,90,16.7,21.1,14.4,79,2.4,6,0,0,0,1007,2.5,11.7,73,1022,Late
9/30/2023,B6,116,JFK,SYR,38,17.4,25,11.1,197,2.2,6.8,0,0,0,1008,5.4,12,73,1023,Late
10/1/2023,B6,116,JFK,SYR,65,18.2,26.1,12.8,244,1.9,8,0,0,0,1009,4.6,13.3,75,1024,Late
10/2/2023,B6,116,JFK,SYR,22,19.3,26.7,13.3,250,1.5,6,0,0,0,1008,4.4,13.7,72,1023,Early
10/3/2023,B6,116,JFK,SYR,17,20.9,28.9,15,216,1.7,5.6,0,0,0,1006,5.2,15.1,71,1021,Late
10/4/2023,B6,116,JFK,SYR,12,21.9,31.1,14.4,100,2,6.8,0,0,0,1006,5.2,14.6,67,1020,On Time
10/5/2023,B6,116,JFK,SYR,69,22.3,29.4,15.6,145,4.1,10.4,0,0,0,1003,3.6,11.4,55,1018,Late
10/6/2023,B6,116,JFK,SYR,96,21.1,23.3,18.3,176,3.7,11.2,0,0,7.8,998,1.7,15.3,70,1012,Late
10/7/2023,B6,116,JFK,SYR,93,13.9,18.9,10.2,228,2.6,8.4,0,0,23.5,993,1.5,11,83,1007,Late
10/8/2023,B6,116,JFK,SYR,86,11.1,14.4,9,239,8.3,17.5,0,0,2.5,985,3.5,4.9,67,1000,Early
10/9/2023,B6,116,JFK,SYR,92,11.1,13.9,9.4,202,5.5,13.2,0,0,0,989,1.5,2.1,54,1004,Early
10/10/2023,B6,116,JFK,SYR,97,11.4,13.9,8.9,171,3,10.7,0,0,0.8,992,1.6,3,57,1007,Early
10/11/2023,B6,116,JFK,SYR,97,12.1,15.6,9.4,204,3.4,10.3,0,0,2,994,2.5,6.4,69,1009,Early
10/12/2023,B6,116,JFK,SYR,68,12.7,16.7,7.6,269,2.9,12,0,0,0,997,2.6,6,65,1012,Late
10/13/2023,B6,116,JFK,SYR,73,10.3,15.6,6.1,270,2,8,0,0,0,1001,1.6,3.9,65,1017,Late
10/14/2023,B6,116,JFK,SYR,92,10.1,13.3,7.2,166,1.4,5.2,0,0,0,995,1.4,5.4,73,1010,Late
10/15/2023,B6,116,JFK,SYR,95,9.6,11.1,7.2,306,3.2,9.6,0,0,9,989,2.2,5.8,77,1003,Early
10/16/2023,B6,116,JFK,SYR,97,12.2,15.6,9,311,4.3,11.8,0,0,0.3,990,2.7,7.8,75,1005,Late
10/17/2023,B6,116,JFK,SYR,97,11.3,15,8.3,246,2,6.4,0,0,1.3,999,2.3,7.6,78,1014,Late
10/18/2023,B6,116,JFK,SYR,100,12.2,15,10,197,1.6,7.2,0,0,0,1005,2.2,6.6,70,1020,Early
10/19/2023,B6,116,JFK,SYR,72,12.6,18.3,5.6,150,3.3,10.3,0,0,0,1001,1.7,5.2,62,1015,Early
10/20/2023,B6,116,JFK,SYR,90,16.3,20,13.3,162,5,13.3,0,0,13.8,987,2.1,9.4,65,1002,Late
10/21/2023,B6,116,JFK,SYR,100,12,13.3,9,252,5.3,13.6,0,0,5.8,980,1.9,9.4,84,995,Late
10/22/2023,B6,116,JFK,SYR,100,7,8.9,5.6,285,5.6,12,0,0,5.3,991,1.3,3.9,81,1006,On Time
10/23/2023,B6,116,JFK,SYR,67,8.2,12.8,4.4,261,3,9.2,0,0,0,1006,3.3,2.2,67,1021,Early
10/24/2023,B6,116,JFK,SYR,75,12.5,21.1,4.4,128,2.6,10.4,0,0,0,1008,3.9,2.2,54,1023,Late
10/25/2023,B6,116,JFK,SYR,87,18.3,23.9,11.7,148,2.6,9.6,0,0,1.5,1006,1.2,6.8,48,1021,Early
10/26/2023,B6,116,JFK,SYR,98,17.3,21.1,15,126,2,8.4,0,0,2.8,1006,2.5,12.9,76,1020,Late
10/27/2023,B6,116,JFK,SYR,84,19.4,25.6,15.6,178,2.8,8,0,0,1.5,1001,3,12.3,65,1016,Late
10/28/2023,B6,116,JFK,SYR,73,15,20,7.8,247,4.1,13.8,0,0,0,1002,3.2,9.2,69,1017,Late
10/29/2023,B6,116,JFK,SYR,98,8,8.9,6.7,148,3,9.9,0,0,2.8,1005,1.1,4.2,77,1020,Early
10/29/2023,UA,538,ORD,SYR,98,8,8.9,6.7,148,3,9.9,0,0,2.8,1005,1.1,4.2,77,1020,Early
10/30/2023,B6,116,JFK,SYR,100,7.2,7.8,4.7,239,3,9.6,0,0,13,996,1.1,4.4,82,1011,Late
10/30/2023,UA,538,ORD,SYR,100,7.2,7.8,4.7,239,3,9.6,0,0,13,996,1.1,4.4,82,1011,Early
10/31/2023,B6,116,JFK,SYR,95,4.1,6.1,2.2,160,2.5,7.2,0,0,0.5,1003,1.8,0.3,76,1018,On Time
10/31/2023,UA,538,ORD,SYR,95,4.1,6.1,2.2,160,2.5,7.2,0,0,0.5,1003,1.8,0.3,76,1018,Late
11/1/2023,B6,116,JFK,SYR,96,2.3,4.4,1,226,2.2,9.6,9.8,0,9,1004,1.5,-0.6,81,1019,Early
11/1/2023,UA,538,ORD,SYR,96,2.3,4.4,1,226,2.2,9.6,9.8,0,9,1004,1.5,-0.6,81,1019,Early
11/2/2023,B6,116,JFK,SYR,84,4.6,7.8,0.6,198,3.6,10,0,69,0,1012,2.1,-2.5,62,1028,Early
11/2/2023,UA,538,ORD,SYR,84,4.6,7.8,0.6,198,3.6,10,0,69,0,1012,2.1,-2.5,62,1028,Early
11/3/2023,B6,116,JFK,SYR,86,11.2,16.1,6.1,192,5.9,12.8,0,5,0,1008,3.5,-5.3,32,1023,Early
11/3/2023,UA,538,ORD,SYR,86,11.2,16.1,6.1,192,5.9,12.8,0,5,0,1008,3.5,-5.3,32,1023,Early
11/4/2023,B6,116,JFK,SYR,100,11.6,14.4,9.4,211,2,12.1,0,0,0.8,1005,1.2,2.1,54,1020,Early
11/4/2023,UA,538,ORD,SYR,100,11.6,14.4,9.4,211,2,12.1,0,0,0.8,1005,1.2,2.1,54,1020,Early
11/5/2023,B6,116,JFK,SYR,79,8,10.6,3.9,258,2.8,9.2,0,0,0.5,1004,2,1.6,66,1019,Early
11/5/2023,UA,538,ORD,SYR,79,8,10.6,3.9,258,2.8,9.2,0,0,0.5,1004,2,1.6,66,1019,Early
11/6/2023,B6,116,JFK,SYR,94,7.8,13,3.3,129,3.3,12.4,0,0,1.8,1000,1,0.5,61,1015,Late
11/6/2023,UA,538,ORD,SYR,94,7.8,13,3.3,129,3.3,12.4,0,0,1.8,1000,1,0.5,61,1015,Late
11/7/2023,B6,116,JFK,SYR,97,11.6,15.6,2.2,257,7,15.1,0,0,0,993,1.7,4.2,61,1007,Early
11/7/2023,UA,538,ORD,SYR,97,11.6,15.6,2.2,257,7,15.1,0,0,0,993,1.7,4.2,61,1007,Early
11/8/2023,B6,116,JFK,SYR,98,1.8,3.3,0.6,159,2.8,12,0.3,0,0.3,1004,1,-5.2,61,1020,Early
11/8/2023,UA,538,ORD,SYR,98,1.8,3.3,0.6,159,2.8,12,0.3,0,0.3,1004,1,-5.2,61,1020,On Time
11/9/2023,B6,116,JFK,SYR,88,5.4,8.9,1.1,172,4.4,13.6,2,0,1.8,995,1,1.7,77,1010,Early
11/9/2023,UA,538,ORD,SYR,88,5.4,8.9,1.1,172,4.4,13.6,2,0,1.8,995,1,1.7,77,1010,Early
11/10/2023,B6,116,JFK,SYR,88,7.8,10.6,5,250,4.5,10.8,0,0,0,1002,1.2,-1.5,52,1017,Early
11/10/2023,UA,538,ORD,SYR,88,7.8,10.6,5,250,4.5,10.8,0,0,0,1002,1.2,-1.5,52,1017,Early
11/11/2023,B6,116,JFK,SYR,97,3.9,6.7,1.1,291,2.8,8.8,0,0,0,1013,1.5,-2.5,63,1028,On Time
11/11/2023,UA,538,ORD,SYR,97,3.9,6.7,1.1,291,2.8,8.8,0,0,0,1013,1.5,-2.5,63,1028,Late
11/12/2023,B6,116,JFK,SYR,74,2,5,-2.1,205,1.1,5.2,0,0,0,1017,1,-4.4,63,1032,Early
11/12/2023,UA,538,ORD,SYR,74,2,5,-2.1,205,1.1,5.2,0,0,0,1017,1,-4.4,63,1032,Late
11/13/2023,B6,116,JFK,SYR,67,2,8.9,-4.4,97,2.2,8.4,0,0,5,1008,1.9,-2.8,72,1023,Late
11/13/2023,UA,538,ORD,SYR,67,2,8.9,-4.4,97,2.2,8.4,0,0,5,1008,1.9,-2.8,72,1023,On Time
11/14/2023,B6,116,JFK,SYR,84,5.3,7.2,-0.7,262,3.6,10.4,0,0,2.8,1011,1.1,0.1,70,1026,Early
11/14/2023,UA,538,ORD,SYR,84,5.3,7.2,-0.7,262,3.6,10.4,0,0,2.8,1011,1.1,0.1,70,1026,Early
11/15/2023,B6,116,JFK,SYR,69,5.7,14.4,-1.1,136,2.2,9.2,0,0,0,1009,1.7,-2,61,1024,Early
11/15/2023,UA,538,ORD,SYR,69,5.7,14.4,-1.1,136,2.2,9.2,0,0,0,1009,1.7,-2,61,1024,Early
11/16/2023,B6,116,JFK,SYR,53,7.7,16.7,1.7,154,1.8,8.8,0,0,0,1005,2.1,0.1,61,1021,Early
11/16/2023,UA,538,ORD,SYR,53,7.7,16.7,1.7,154,1.8,8.8,0,0,0,1005,2.1,0.1,61,1021,Early
11/17/2023,B6,116,JFK,SYR,94,13.1,18.3,6.1,210,4.7,13.6,0,0,18,995,0.9,3.3,55,1010,Early
11/17/2023,UA,538,ORD,SYR,94,13.1,18.3,6.1,210,4.7,13.6,0,0,18,995,0.9,3.3,55,1010,Late
11/18/2023,B6,116,JFK,SYR,73,4,6.7,1.7,291,3.4,10.8,0,0,2.8,997,1.5,-2.9,62,1012,Early
11/18/2023,UA,538,ORD,SYR,73,4,6.7,1.7,291,3.4,10.8,0,0,2.8,997,1.5,-2.9,62,1012,Late
11/19/2023,B6,116,JFK,SYR,75,4.9,9.4,1.3,254,4.8,14.6,0,0,0,998,1.7,-1.8,62,1013,Late
11/19/2023,UA,538,ORD,SYR,75,4.9,9.4,1.3,254,4.8,14.6,0,0,0,998,1.7,-1.8,62,1013,Early
11/20/2023,B6,116,JFK,SYR,56,-0.5,2.8,-3.3,285,1.8,6.8,0,0,0,1014,2.1,-9,53,1029,Late
11/20/2023,UA,538,ORD,SYR,56,-0.5,2.8,-3.3,285,1.8,6.8,0,0,0,1014,2.1,-9,53,1029,Late
11/21/2023,B6,116,JFK,SYR,96,-0.5,3.3,-4.4,77,5,15.2,35,0,19.5,1009,0.9,-5.5,69,1024,Late
11/21/2023,UA,538,ORD,SYR,96,-0.5,3.3,-4.4,77,5,15.2,35,0,19.5,1009,0.9,-5.5,69,1024,Early
11/22/2023,B6,116,JFK,SYR,100,5.5,8.3,2.8,141,3,13.6,0,0,6.3,993,0.9,3,84,1008,Early
11/22/2023,UA,538,ORD,SYR,100,5.5,8.3,2.8,141,3,13.6,0,0,6.3,993,0.9,3,84,1008,Early
11/24/2023,B6,116,JFK,SYR,97,1.7,6.1,-0.6,285,5.4,14.6,0,0,0,1007,1.1,-6.4,55,1023,Early
11/24/2023,UA,538,ORD,SYR,97,1.7,6.1,-0.6,285,5.4,14.6,0,0,0,1007,1.1,-6.4,55,1023,Early
11/25/2023,B6,116,JFK,SYR,88,1,5,-1.9,203,2.6,7.2,0,0,0,1012,1.2,-5.8,61,1027,Late
11/25/2023,UA,538,ORD,SYR,88,1,5,-1.9,203,2.6,7.2,0,0,0,1012,1.2,-5.8,61,1027,Early
11/26/2023,B6,116,JFK,SYR,91,3.6,8.3,-2.2,117,3.6,12,0,0,8.3,1000,1.8,-3.3,62,1015,Late
11/26/2023,UA,538,ORD,SYR,91,3.6,8.3,-2.2,117,3.6,12,0,0,8.3,1000,1.8,-3.3,62,1015,Late
11/27/2023,B6,116,JFK,SYR,98,3.6,6.7,0,227,5.8,13.4,2,0,1.3,991,2.2,-2.3,66,1006,Late
11/27/2023,UA,538,ORD,SYR,98,3.6,6.7,0,227,5.8,13.4,2,0,1.3,991,2.2,-2.3,66,1006,Early
11/28/2023,B6,116,JFK,SYR,74,-1.8,0.6,-3.9,248,7.9,20.3,99.3,27,5,995,1,-7.5,66,1010,Late
11/28/2023,UA,538,ORD,SYR,74,-1.8,0.6,-3.9,248,7.9,20.3,99.3,27,5,995,1,-7.5,66,1010,On Time
11/29/2023,B6,116,JFK,SYR,88,-1.5,1,-4.4,219,5.2,11.6,0,115,0,999,1,-9.1,57,1015,Early
11/29/2023,UA,538,ORD,SYR,88,-1.5,1,-4.4,219,5.2,11.6,0,115,0,999,1,-9.1,57,1015,Early
11/30/2023,B6,116,JFK,SYR,85,5.2,9.4,-1.1,193,4.9,13,0,98,0,998,2.7,-4.8,49,1014,Early
11/30/2023,UA,538,ORD,SYR,85,5.2,9.4,-1.1,193,4.9,13,0,98,0,998,2.7,-4.8,49,1014,Early
12/1/2023,B6,116,JFK,SYR,88,8.3,12.2,6.1,168,3.3,12.4,0,0,8,1000,0.7,1.1,63,1015,On Time
12/1/2023,UA,538,ORD,SYR,88,8.3,12.2,6.1,168,3.3,12.4,0,0,8,1000,0.7,1.1,63,1015,On Time
12/2/2023,B6,116,JFK,SYR,100,7,9.4,5,214,1.6,6.4,0,0,2,999,0.7,4.7,86,1014,Early
12/2/2023,UA,538,ORD,SYR,100,7,9.4,5,214,1.6,6.4,0,0,2,999,0.7,4.7,86,1014,Late
12/3/2023,B6,116,JFK,SYR,100,6.6,9.4,5,119,3.2,10.9,0,0,26.3,992,0.7,4.9,89,1007,Early
12/3/2023,UA,538,ORD,SYR,100,6.6,9.4,5,119,3.2,10.9,0,0,26.3,992,0.7,4.9,89,1007,Early
12/4/2023,B6,116,JFK,SYR,100,4.2,7.8,1.1,276,5.4,12.9,1.3,0,1.3,992,1.1,1,80,1007,Early
12/4/2023,UA,538,ORD,SYR,100,4.2,7.8,1.1,276,5.4,12.9,1.3,0,1.3,992,1.1,1,80,1007,Early
12/5/2023,B6,116,JFK,SYR,100,1,1.7,0.6,276,1.9,8,0,0,0,1001,0.7,-1.9,81,1016,Early
12/5/2023,UA,538,ORD,SYR,100,1,1.7,0.6,276,1.9,8,0,0,0,1001,0.7,-1.9,81,1016,On Time
12/6/2023,B6,116,JFK,SYR,98,-0.7,0.6,-2.8,280,3,9.2,9,0,0.8,1002,1,-4.3,77,1017,Early
12/7/2023,B6,116,JFK,SYR,99,-0.1,3.9,-3.9,144,2.2,6.4,44.8,3,2.5,999,0.7,-3.3,79,1014,Early
12/7/2023,UA,538,ORD,SYR,99,-0.1,3.9,-3.9,144,2.2,6.4,44.8,3,2.5,999,0.7,-3.3,79,1014,On Time
12/8/2023,B6,116,JFK,SYR,89,5.5,9.4,0.6,117,2.8,10,0,7,0,1001,1.4,0.1,69,1017,Early
12/8/2023,UA,538,ORD,SYR,89,5.5,9.4,0.6,117,2.8,10,0,7,0,1001,1.4,0.1,69,1017,Early
12/9/2023,B6,116,JFK,SYR,97,10.5,13.9,6.7,109,3.1,12,0,0,0,1001,1.3,1.5,54,1016,Early
12/9/2023,UA,538,ORD,SYR,97,10.5,13.9,6.7,109,3.1,12,0,0,0,1001,1.3,1.5,54,1016,Early
12/10/2023,B6,116,JFK,SYR,99,8.5,12.8,3.6,227,3,14,0,0,13.3,995,0.6,4.4,77,1009,Early
12/10/2023,UA,538,ORD,SYR,99,8.5,12.8,3.6,227,3,14,0,0,13.3,995,0.6,4.4,77,1009,Late
12/11/2023,B6,116,JFK,SYR,100,2,3.3,1.1,252,6,15.6,3,0,4.8,997,1.1,-2.5,73,1012,Early
12/11/2023,UA,538,ORD,SYR,100,2,3.3,1.1,252,6,15.6,3,0,4.8,997,1.1,-2.5,73,1012,Early
12/12/2023,B6,116,JFK,SYR,76,4.3,7.8,1.7,215,5.7,13.4,0,10,0,1007,2.1,-5.8,48,1022,Early
12/12/2023,UA,538,ORD,SYR,76,4.3,7.8,1.7,215,5.7,13.4,0,10,0,1007,2.1,-5.8,48,1022,Early
12/13/2023,B6,116,JFK,SYR,81,1.4,3.9,-0.6,261,6.8,14.7,18.8,0,1.3,1015,1.1,-6.4,57,1031,On Time
12/13/2023,UA,538,ORD,SYR,81,1.4,3.9,-0.6,261,6.8,14.7,18.8,0,1.3,1015,1.1,-6.4,57,1031,Early
12/14/2023,B6,116,JFK,SYR,73,1.8,5,-2.8,210,3.4,8.4,0,12,0,1018,1.9,-6.3,55,1033,Early
12/14/2023,UA,538,ORD,SYR,73,1.8,5,-2.8,210,3.4,8.4,0,12,0,1018,1.9,-6.3,55,1033,Early
12/15/2023,B6,116,JFK,SYR,38,7.8,13.3,4.4,250,5.4,12.3,0,6,0,1011,2.1,-1.7,51,1027,Early
12/15/2023,UA,538,ORD,SYR,38,7.8,13.3,4.4,250,5.4,12.3,0,6,0,1011,2.1,-1.7,51,1027,Early
12/16/2023,B6,116,JFK,SYR,84,6.8,10,4.2,146,2.5,11.2,0,0,0,1014,1.1,0.1,62,1030,Late
12/16/2023,UA,538,ORD,SYR,84,6.8,10,4.2,146,2.5,11.2,0,0,0,1014,1.1,0.1,62,1030,Early
12/17/2023,B6,116,JFK,SYR,99,7.4,9.4,3.9,75,4.3,14,0,0,7.3,1003,0.6,2.6,72,1018,Late
12/17/2023,UA,538,ORD,SYR,99,7.4,9.4,3.9,75,4.3,14,0,0,7.3,1003,0.6,2.6,72,1018,Early
12/18/2023,B6,116,JFK,SYR,96,6.8,8.9,4.4,225,5.2,13.2,0,0,40.3,979,0.6,3.8,81,993,Late
12/18/2023,UA,538,ORD,SYR,96,6.8,8.9,4.4,225,5.2,13.2,0,0,40.3,979,0.6,3.8,81,993,Early
12/19/2023,B6,116,JFK,SYR,97,-1,4.4,-2.8,258,6.1,13.5,58,17.5,4.8,1000,0.6,-4.7,76,1015,Late
12/19/2023,UA,538,ORD,SYR,97,-1,4.4,-2.8,258,6.1,13.5,58,17.5,4.8,1000,0.6,-4.7,76,1015,On Time
12/20/2023,B6,116,JFK,SYR,94,-0.1,2.2,-4.4,247,2.6,7.2,0,34,0,1014,0.9,-4.8,70,1029,Early
12/21/2023,B6,116,JFK,SYR,34,-2.9,1.1,-6.7,326,2.9,8,0,31,0,1018,2,-8,68,1033,On Time
12/22/2023,B6,116,JFK,SYR,75,-4,0,-8.3,88,2.3,6.8,0,28,0,1014,1.2,-8.9,70,1030,Late
12/23/2023,B6,116,JFK,SYR,100,0.7,3.3,-1.7,77,2.9,8.8,3.3,23,3.8,1012,0.6,-4.2,70,1027,On Time
12/24/2023,B6,116,JFK,SYR,100,2.8,3.9,2,73,1.5,8.4,0,22,5.5,1012,0.6,1.3,90,1027,Early
12/25/2023,B6,116,JFK,SYR,80,4.9,11.7,1.7,81,2.5,8,0,19,0,1012,1.4,2.6,86,1027,Early
12/26/2023,B6,116,JFK,SYR,89,4.2,7,0.6,73,2.3,8,0,0,0,1007,0.9,3,92,1022,Late
12/27/2023,B6,116,JFK,SYR,100,7,8.3,6,75,3.2,7.2,0,0,24.5,999,0.6,6.8,99,1014,Early
12/28/2023,B6,116,JFK,SYR,98,7.5,9.4,5.6,69,2.7,8,0,0,15.8,992,0.6,6.9,96,1006,Early
12/29/2023,B6,116,JFK,SYR,100,4.2,7.2,2,251,3.8,8.4,0,0,1.8,989,0.6,3.5,95,1004,Early
12/30/2023,B6,116,JFK,SYR,98,-0.3,1.7,-1.7,280,4.6,10.3,1,0,1,990,0.6,-1.3,93,1005,Early
9/5/2023,UA,538,ORD,SYR,49,25.7,31.7,20.6,281,2.4,6.4,0,0,0,1000,5.2,19.7,71,1014,Late
9/6/2023,UA,538,ORD,SYR,35,26.4,33.3,20,180,1.7,5.6,0,0,0,996,5.9,19.4,67,1011,Late
9/7/2023,UA,538,ORD,SYR,68,24.8,31.1,20.6,194,2.2,18,0,0,17.5,993,2.7,19.5,74,1008,On Time
9/8/2023,UA,538,ORD,SYR,92,22.2,26.1,19.5,234,2.9,9.2,0,0,0,998,4.4,17.8,77,1013,Late
9/9/2023,UA,538,ORD,SYR,87,20.1,22.2,17.2,191,2.1,5.6,0,0,5.3,1004,2.2,15.7,76,1019,Late
9/10/2023,UA,538,ORD,SYR,98,20.1,22.2,18.9,257,1.4,5.2,0,0,2.3,1003,2.1,17.3,84,1018,Late
9/11/2023,UA,538,ORD,SYR,86,19.1,21.1,16.3,283,2.3,7.2,0,0,0.8,1002,3.9,16,82,1017,Late
9/12/2023,UA,538,ORD,SYR,74,20.5,27.8,14.4,183,2,7.7,0,0,33.3,1000,5.9,15.1,74,1014,Early
9/13/2023,UA,538,ORD,SYR,87,19.3,23.3,15,262,3.6,9.6,0,0,1.8,999,5.1,14,72,1014,Late
9/14/2023,UA,538,ORD,SYR,71,15.7,20,12.2,255,3.7,11.2,0,0,0,1004,4.3,9.1,66,1019,Early
9/15/2023,UA,538,ORD,SYR,25,15.1,22.2,8.9,184,2.1,8.4,0,0,0,1006,6.5,8,65,1021,On Time
